Gender,Age,CGPA,Matriculation Percentage,Intermediate Percentage,Data Structures And Algorithm Marks,DBMS Marks,Number of backlogs,Number of Reappears,History of Reappear/Backlogs,Programming proficiency,GitHub total repositories,GitHub commits/month,Experience with frameworks,English proficiency,Coding practice hours/week,Aptitude score,Attandance,Recommended Career
Male,19,7.6,79.0,81.0,76.0,74.0,1.0,0.0,Exploring mobile app development,Intermediate,7.0,17.0,,Average,15.0,71.0,79.0,Software Engineer
Female,21,9.1,91.0,93.0,93.0,91.0,0.0,0.0,Passionate about data science,Advanced,13.0,38.0,Django,Excellent,27.0,91.0,93.0,Software Engineer
Male,22,6.4,71.0,74.0,61.0,63.0,2.0,1.0,Needs more coding practice,Beginner,3.0,11.0,,Average,11.0,49.0,71.0,Software Engineer
Female,20,8.4,86.0,89.0,86.0,84.0,0.0,0.0,Interested in cybersecurity,Intermediate,12.0,32.0,React,Good,25.0,83.0,89.0,Software Engineer
Male,19,6.9,74.0,77.0,67.0,69.0,1.0,1.0,Learning web development,Intermediate,6.0,13.0,,Average,13.0,59.0,74.0,Software Engineer
Female,21,9.4,94.0,96.0,97.0,94.0,0.0,0.0,Focus on machine learning,Advanced,17.0,49.0,Node,Excellent,33.0,94.0,96.0,Software Engineer
Male,23,5.8,64.0,67.0,54.0,48.0,4.0,3.0,Requires help with algorithms,Beginner,0.0,4.0,,Poor,4.0,38.0,64.0,Software Engineer
Male,20,8.7,85.0,92.0,88.0,90.0,0.0,0.0,Placed in debate competition,Advanced,12.0,35.0,React,Excellent,25.0,78.0,92.0,Software Engineer
Female,19,9.2,90.0,95.0,95.0,92.0,0.0,0.0,School topper in science,Advanced,18.0,50.0,Django,Excellent,30.0,85.0,95.0,Software Engineer
Male,21,7.5,78.0,82.0,70.0,75.0,1.0,1.0,Participated in coding events,Intermediate,5.0,15.0,Node,Good,15.0,65.0,80.0,Software Engineer
Female,20,8.1,82.0,88.0,80.0,85.0,0.0,0.0,Active in sports,Intermediate,8.0,20.0,Angular,Good,20.0,70.0,88.0,Software Engineer
Male,22,6.8,70.0,75.0,60.0,65.0,2.0,1.0,NCC cadet,Beginner,2.0,5.0,,Average,10.0,55.0,75.0,Software Engineer
Female,19,9.5,92.0,96.0,98.0,95.0,0.0,0.0,Won science fair,Advanced,15.0,45.0,React,Excellent,35.0,90.0,98.0,Software Engineer
Male,20,7.9,80.0,85.0,75.0,80.0,0.0,0.0,Organized college fest,Intermediate,7.0,18.0,Node,Good,18.0,68.0,85.0,Software Engineer
Female,21,8.5,85.0,90.0,85.0,88.0,0.0,0.0,Volunteered in NGO,Intermediate,10.0,25.0,Django,Good,22.0,75.0,90.0,Software Engineer
Male,23,6.2,65.0,70.0,55.0,60.0,3.0,2.0,Active in drama club,Beginner,1.0,3.0,,Average,8.0,50.0,70.0,Software Engineer
Female,18,9.0,88.0,93.0,92.0,90.0,0.0,0.0,Published research paper,Advanced,16.0,40.0,Angular,Excellent,28.0,82.0,93.0,Software Engineer
Male,21,7.2,75.0,80.0,65.0,70.0,1.0,1.0,Participated in hackathons,Intermediate,4.0,12.0,Node,Good,14.0,62.0,78.0,Software Engineer
Female,20,8.3,83.0,89.0,82.0,86.0,0.0,0.0,Member of coding club,Intermediate,9.0,22.0,React,Good,21.0,72.0,89.0,Software Engineer
Male,22,6.5,68.0,73.0,58.0,63.0,2.0,1.0,Organized tech events,Beginner,3.0,7.0,,Average,9.0,53.0,73.0,Web Developer
Female,19,9.7,94.0,97.0,99.0,96.0,0.0,0.0,Represented college in quiz,Advanced,17.0,48.0,Django,Excellent,33.0,88.0,97.0,Software Engineer
Male,20,7.7,79.0,84.0,73.0,78.0,0.0,0.0,Captain of football team,Intermediate,6.0,16.0,Angular,Good,17.0,67.0,84.0,Software Engineer
Female,21,8.8,86.0,91.0,87.0,89.0,0.0,0.0,Volunteered in blood donation,Advanced,11.0,30.0,React,Excellent,24.0,77.0,91.0,Software Engineer
Male,23,6.0,63.0,68.0,53.0,58.0,4.0,2.0,Member of NSS,Beginner,0.0,2.0,,Poor,7.0,48.0,68.0,Software Engineer
Female,18,9.3,91.0,94.0,94.0,93.0,0.0,0.0,Interned at Google,Advanced,19.0,55.0,Node,Excellent,37.0,87.0,94.0,Software Engineer
Male,20,7.0,73.0,78.0,63.0,68.0,1.0,1.0,Active in debate club,Intermediate,3.0,10.0,Django,Good,13.0,60.0,78.0,Software Engineer
Female,22,8.0,81.0,87.0,78.0,83.0,0.0,0.0,Won inter-college competition,Intermediate,7.0,19.0,Angular,Good,19.0,69.0,87.0,Software Engineer
Male,19,5.8,60.0,65.0,50.0,55.0,5.0,3.0,Attended workshop on AI,Beginner,0.0,1.0,,Poor,6.0,45.0,65.0,Software Engineer
Female,21,8.9,87.0,92.0,90.0,91.0,0.0,0.0,Interned at Microsoft,Advanced,13.0,42.0,React,Excellent,26.0,80.0,92.0,Software Engineer
Male,20,7.3,76.0,81.0,68.0,73.0,1.0,1.0,Participated in sports,Intermediate,4.0,11.0,Node,Good,12.0,63.0,79.0,Software Engineer
Female,23,6.3,66.0,71.0,56.0,61.0,3.0,2.0,Member of cultural club,Beginner,1.0,4.0,,Average,8.0,51.0,71.0,Software Engineer
Male,18,9.6,93.0,98.0,97.0,94.0,0.0,0.0,Published research paper,Advanced,20.0,60.0,Django,Excellent,39.0,92.0,99.0,Software Engineer
Male,20,8.2,85.5,88.2,78.0,85.0,1.0,0.0,"Struggled with data structures initially, improved significantly.",Intermediate,5.0,15.0,React,Good,15.0,75.0,85.0,Software Engineer
Female,19,9.5,92.1,94.8,92.0,95.0,0.0,0.0,"Consistently performed well, strong problem-solving skills.",Advanced,12.0,40.0,Node,Excellent,25.0,90.0,92.0,Software Engineer
Male,21,6.8,72.5,75.3,65.0,60.0,3.0,1.0,"Difficulty with theoretical concepts, better at practical implementation.",Beginner,2.0,5.0,,Average,8.0,55.0,70.0,Web Developer
Female,20,8.9,88.9,91.5,88.0,90.0,0.0,0.0,Excellent understanding of algorithms and data structures.,Advanced,10.0,30.0,Django,Good,20.0,82.0,90.0,Software Engineer
Male,22,7.5,78.6,80.9,70.0,72.0,2.0,1.0,"Improved steadily over time, showing good potential.",Intermediate,3.0,10.0,,Average,12.0,65.0,78.0,Software Engineer
Female,19,9.2,90.5,93.2,90.0,92.0,0.0,0.0,Strong analytical and problem-solving abilities.,Advanced,15.0,45.0,Angular,Excellent,30.0,95.0,95.0,Software Engineer
Male,20,6.2,68.4,70.7,58.0,55.0,4.0,2.0,Struggled with maintaining consistency.,Beginner,1.0,2.0,,Poor,5.0,45.0,65.0,Software Engineer
Female,21,8.6,86.2,89.0,85.0,88.0,0.0,0.0,Proactive learner with a strong work ethic.,Intermediate,8.0,20.0,React,Good,18.0,80.0,88.0,Software Engineer
Male,22,7.0,74.0,76.5,68.0,65.0,3.0,1.0,"Faces difficulties with complex problems, but willing to learn.",Beginner,0.0,0.0,,Average,7.0,58.0,72.0,Software Engineer
Female,19,9.7,93.8,95.9,95.0,97.0,0.0,0.0,"Exceptional performance, consistently exceeded expectations.",Advanced,18.0,55.0,Node,Excellent,35.0,98.0,97.0,Software Engineer
Male,20,5.8,65.2,67.8,50.0,48.0,5.0,3.0,Needs improvement in foundational concepts.,Beginner,0.0,1.0,,Poor,3.0,35.0,60.0,Software Engineer
Female,21,8.4,84.0,86.8,82.0,85.0,1.0,0.0,Demonstrates a good understanding of software development principles.,Intermediate,6.0,18.0,Django,Good,16.0,78.0,83.0,Software Engineer
Male,23,6.5,70.0,72.5,62.0,59.0,4.0,2.0,Requires more practice in coding to improve efficiency.,Beginner,1.0,3.0,,Average,6.0,50.0,68.0,Software Engineer
Female,20,9.1,89.7,92.5,89.0,91.0,0.0,0.0,A dedicated and motivated student.,Advanced,13.0,38.0,Angular,Excellent,28.0,88.0,93.0,Software Engineer
Male,19,7.2,76.0,78.3,69.0,67.0,2.0,1.0,"Shows potential, needs to focus on problem-solving skills.",Intermediate,4.0,12.0,,Average,10.0,62.0,75.0,Software Engineer
Female,22,8.0,82.0,84.5,75.0,78.0,1.0,0.0,Good grasp of programming concepts and their practical application.,Intermediate,7.0,19.0,React,Good,17.0,73.0,82.0,Software Engineer
Male,21,6.0,66.8,69.2,55.0,52.0,5.0,2.0,Lacks motivation and requires guidance.,Beginner,0.0,0.0,,Poor,4.0,40.0,63.0,Software Engineer
Female,19,9.4,91.3,94.0,91.0,93.0,0.0,0.0,An outstanding student with a passion for technology.,Advanced,16.0,50.0,Node,Excellent,32.0,93.0,96.0,Software Engineer
Male,20,7.7,79.5,82.0,73.0,75.0,1.0,0.0,A consistent performer with good analytical skills.,Intermediate,5.0,14.0,,Good,14.0,68.0,80.0,Software Engineer
Female,23,8.3,83.5,86.2,80.0,83.0,0.0,0.0,A diligent and hardworking student.,Intermediate,9.0,22.0,Django,Good,19.0,77.0,87.0,Software Engineer
Male,22,5.5,62.0,65.0,45.0,42.0,4.0,3.0,Requires significant improvement and focused effort.,Beginner,0.0,0.0,,Poor,2.0,30.0,55.0,Software Engineer
Female,20,9.0,89.0,91.8,87.0,89.0,0.0,0.0,A highly motivated and resourceful student.,Advanced,11.0,35.0,Angular,Excellent,26.0,85.0,91.0,Software Engineer
Male,19,6.7,71.5,74.0,63.0,61.0,3.0,1.0,Struggles with consistency but shows potential.,Beginner,2.0,4.0,,Average,9.0,53.0,69.0,Software Engineer
Female,21,8.7,87.0,89.5,84.0,86.0,0.0,0.0,A proactive learner with a strong foundation in programming.,Intermediate,8.0,21.0,React,Good,17.0,81.0,89.0,Software Engineer
Male,20,7.3,77.0,79.3,71.0,69.0,2.0,1.0,Needs to improve problem-solving speed and accuracy.,Intermediate,3.0,9.0,,Average,11.0,63.0,76.0,Software Engineer
Male,20,8.5,88.0,92.0,85.0,90.0,0.0,0.0,Interested in competitive programming.,Intermediate,5.0,25.0,,Good,15.0,75.0,85.0,Software Engineer
Female,21,9.2,94.0,96.0,92.0,95.0,0.0,0.0,Focused on full-stack development.,Advanced,12.0,40.0,React,Excellent,25.0,88.0,92.0,Software Engineer
Male,19,6.8,75.0,78.0,65.0,70.0,2.0,1.0,Struggling with algorithms.,Beginner,1.0,5.0,,Average,8.0,50.0,70.0,Web Developer
Female,22,7.9,82.0,85.0,78.0,82.0,1.0,0.0,Interested in data science.,Intermediate,3.0,15.0,,Good,12.0,68.0,80.0,Software Engineer
Male,20,9.5,95.0,97.0,95.0,98.0,0.0,0.0,Passionate about machine learning.,Advanced,18.0,55.0,TensorFlow,Excellent,35.0,95.0,98.0,Software Engineer
Female,21,8.1,85.0,87.0,80.0,85.0,0.0,0.0,Exploring cloud computing.,Intermediate,7.0,20.0,AWS,Good,18.0,78.0,88.0,Software Engineer
Male,19,6.2,70.0,73.0,55.0,60.0,3.0,2.0,Needs improvement in programming.,Beginner,0.0,0.0,,Poor,5.0,40.0,65.0,Software Engineer
Female,22,8.7,89.0,91.0,88.0,92.0,0.0,0.0,Specializing in cybersecurity.,Intermediate,9.0,30.0,,Excellent,20.0,82.0,90.0,Software Engineer
Male,20,7.3,78.0,80.0,70.0,75.0,1.0,1.0,Working on web development skills.,Intermediate,2.0,10.0,Node,Average,10.0,58.0,75.0,Software Engineer
Female,21,9.0,92.0,94.0,90.0,93.0,0.0,0.0,Aiming for a career in AI.,Advanced,15.0,45.0,Python,Excellent,30.0,90.0,95.0,Software Engineer
Male,19,5.8,65.0,68.0,50.0,55.0,4.0,3.0,Has many difficulties.,Beginner,0.0,0.0,,Poor,3.0,35.0,60.0,Software Engineer
Female,22,8.4,87.0,89.0,83.0,88.0,0.0,0.0,Focusing on data analytics.,Intermediate,6.0,22.0,,Good,14.0,72.0,83.0,Software Engineer
Male,20,7.0,76.0,79.0,68.0,72.0,2.0,1.0,Interested in database management.,Beginner,1.0,7.0,,Average,9.0,54.0,68.0,Software Engineer
Female,21,9.7,96.0,98.0,97.0,99.0,0.0,0.0,Passionate about software engineering.,Advanced,20.0,60.0,Django,Excellent,40.0,98.0,99.0,Software Engineer
Male,19,6.5,72.0,75.0,60.0,65.0,3.0,2.0,Needs to catch up on core concepts.,Beginner,0.0,2.0,,Poor,6.0,45.0,62.0,Software Engineer
Female,22,8.9,90.0,92.0,89.0,91.0,0.0,0.0,Aspiring to be a software architect.,Intermediate,11.0,35.0,React,Excellent,22.0,85.0,93.0,Software Engineer
Male,20,7.6,80.0,83.0,75.0,78.0,1.0,0.0,Working on improving coding skills.,Intermediate,4.0,12.0,,Average,11.0,62.0,78.0,Software Engineer
Female,21,9.3,93.0,95.0,93.0,96.0,0.0,0.0,Aiming for a research career.,Advanced,16.0,50.0,TensorFlow,Excellent,32.0,92.0,96.0,Software Engineer
Male,19,6.0,68.0,71.0,53.0,58.0,4.0,3.0,Needs significant improvement.,Beginner,0.0,1.0,,Poor,4.0,38.0,64.0,Software Engineer
Female,22,8.3,86.0,88.0,82.0,86.0,0.0,0.0,Focusing on web development.,Intermediate,5.0,18.0,Angular,Good,13.0,70.0,81.0,Software Engineer
Male,20,7.1,77.0,80.0,69.0,73.0,2.0,1.0,Interested in system administration.,Beginner,1.0,6.0,,Average,10.0,56.0,72.0,Software Engineer
Female,21,9.6,95.0,97.0,96.0,98.0,0.0,0.0,Passionate about distributed systems.,Advanced,19.0,58.0,Node,Excellent,38.0,96.0,97.0,Software Engineer
Male,19,5.5,63.0,66.0,48.0,53.0,5.0,4.0,Has a lot to catch up on.,Beginner,0.0,0.0,,Poor,2.0,30.0,55.0,Software Engineer
Female,22,8.6,88.0,90.0,86.0,90.0,0.0,0.0,Aspiring to work in product management.,Intermediate,8.0,28.0,,Good,19.0,80.0,89.0,Software Engineer
Male,20,7.4,79.0,82.0,73.0,76.0,1.0,0.0,Working on improving problem-solving.,Intermediate,3.0,9.0,,Average,12.0,60.0,76.0,Software Engineer
Female,20,9.2,93.0,91.0,88.0,95.0,0.0,0.0,"Consistently excels, proactive learner.",Advanced,12.0,45.0,React,Excellent,30.0,85.0,92.0,Software Engineer
Male,21,7.8,82.0,80.0,75.0,80.0,1.0,0.0,"Solid understanding, needs more practice.",Intermediate,5.0,15.0,Node,Good,15.0,70.0,80.0,Software Engineer
Female,19,8.5,88.0,86.0,92.0,85.0,0.0,0.0,Dedicated and hardworking.,Intermediate,8.0,25.0,Django,Good,20.0,78.0,88.0,Software Engineer
Male,22,6.5,75.0,73.0,60.0,65.0,2.0,1.0,"Struggles with concepts, requires assistance.",Beginner,2.0,5.0,,Average,8.0,55.0,70.0,Web Developer
Female,20,9.5,95.0,94.0,98.0,97.0,0.0,0.0,"Exceptional performance, quick learner.",Advanced,18.0,55.0,Angular,Excellent,35.0,90.0,95.0,Software Engineer
Male,21,7.2,78.0,76.0,68.0,72.0,1.0,1.0,"Average, needs to focus on fundamentals.",Beginner,3.0,8.0,,Average,10.0,62.0,75.0,Software Engineer
Female,20,8.9,91.0,90.0,90.0,92.0,0.0,0.0,Excellent grasp of subject matter.,Intermediate,10.0,30.0,React,Good,25.0,82.0,90.0,Software Engineer
Male,22,5.8,68.0,66.0,50.0,55.0,3.0,2.0,Significant difficulties.,Beginner,1.0,2.0,,Poor,5.0,45.0,60.0,Software Engineer
Female,19,9.1,92.0,91.0,93.0,94.0,0.0,0.0,"High achiever, motivated.",Advanced,15.0,50.0,Node,Excellent,32.0,88.0,93.0,Software Engineer
Male,21,7.5,80.0,78.0,70.0,75.0,1.0,0.0,Improving steadily.,Intermediate,4.0,12.0,,Average,12.0,65.0,78.0,Software Engineer
Female,20,8.2,85.0,84.0,82.0,83.0,0.0,0.0,Consistent effort.,Intermediate,7.0,20.0,Django,Good,18.0,75.0,85.0,Software Engineer
Male,22,6.9,73.0,71.0,63.0,68.0,2.0,1.0,Needs to improve understanding.,Beginner,2.0,6.0,,Average,9.0,58.0,72.0,Web Developer
Female,19,9.7,96.0,95.0,97.0,98.0,0.0,0.0,Outstanding performance.,Advanced,19.0,58.0,Angular,Excellent,38.0,92.0,96.0,Software Engineer
Male,21,6.2,70.0,68.0,55.0,60.0,3.0,2.0,Lacks focus.,Beginner,1.0,3.0,,Poor,6.0,50.0,65.0,Software Engineer
Female,20,8.7,89.0,88.0,89.0,87.0,0.0,0.0,Diligent student.,Intermediate,9.0,28.0,React,Good,22.0,80.0,89.0,Software Engineer
Male,22,5.5,65.0,63.0,45.0,50.0,5.0,3.0,Very weak foundation.,Beginner,0.0,1.0,,Poor,3.0,40.0,55.0,Software Engineer
Female,19,9.0,91.0,90.0,91.0,93.0,0.0,0.0,Highly capable.,Advanced,14.0,48.0,Node,Excellent,33.0,87.0,94.0,Software Engineer
Male,21,7.0,76.0,74.0,65.0,70.0,2.0,1.0,Requires more effort.,Beginner,3.0,7.0,,Average,11.0,60.0,73.0,Software Engineer
Female,20,8.0,83.0,82.0,80.0,82.0,0.0,0.0,Shows good potential.,Intermediate,6.0,18.0,Django,Good,16.0,73.0,83.0,Software Engineer
Male,22,6.0,69.0,67.0,52.0,57.0,4.0,2.0,Needs significant improvement.,Beginner,0.0,0.0,,Poor,4.0,48.0,62.0,Software Engineer
Female,19,9.3,94.0,93.0,95.0,96.0,0.0,0.0,Consistently performs well.,Advanced,16.0,52.0,Angular,Excellent,36.0,89.0,95.0,Software Engineer
Male,21,7.7,81.0,79.0,73.0,78.0,1.0,0.0,Shows promise with guidance.,Intermediate,5.0,14.0,,Average,14.0,68.0,79.0,Software Engineer
Female,20,8.4,87.0,85.0,85.0,84.0,0.0,0.0,Hardworking and dedicated.,Intermediate,8.0,23.0,React,Good,19.0,77.0,87.0,Software Engineer
Male,22,6.7,72.0,70.0,62.0,67.0,2.0,1.0,Requires further development.,Beginner,2.0,5.0,,Average,7.0,57.0,71.0,Web Developer
Female,19,9.6,95.0,94.0,96.0,97.0,0.0,0.0,"Exceptional student, bright future.",Advanced,17.0,56.0,Node,Excellent,37.0,91.0,96.0,Software Engineer
Male,20,8.5,88.0,92.0,85.0,90.0,0.0,0.0,Interested in cloud computing.,Intermediate,5.0,20.0,Node,Good,15.0,75.0,85.0,Software Engineer
Female,21,9.2,95.0,90.0,92.0,88.0,0.0,0.0,Loves data science and visualization.,Advanced,12.0,45.0,React,Excellent,25.0,88.0,92.0,Software Engineer
Male,19,7.8,82.0,85.0,78.0,82.0,1.0,1.0,Exploring web development.,Intermediate,3.0,10.0,,Average,10.0,65.0,78.0,Software Engineer
Female,22,6.5,75.0,78.0,65.0,70.0,3.0,2.0,Struggling with algorithms.,Beginner,1.0,5.0,,Poor,5.0,45.0,60.0,Software Engineer
Male,20,8.9,90.0,93.0,90.0,95.0,0.0,0.0,Passionate about mobile development.,Advanced,8.0,35.0,React Native,Good,20.0,82.0,90.0,Software Engineer
Female,21,9.5,92.0,95.0,95.0,92.0,0.0,0.0,Focused on machine learning research.,Advanced,15.0,55.0,TensorFlow,Excellent,30.0,95.0,95.0,Software Engineer
Male,19,7.2,78.0,80.0,70.0,75.0,2.0,1.0,Interested in cybersecurity.,Beginner,2.0,8.0,,Average,8.0,55.0,70.0,Web Developer
Female,22,6.0,70.0,72.0,60.0,65.0,4.0,3.0,Needs improvement in programming.,Beginner,0.0,2.0,,Poor,3.0,35.0,55.0,Software Engineer
Male,20,8.3,85.0,88.0,82.0,85.0,1.0,0.0,Working on personal projects.,Intermediate,6.0,25.0,Angular,Good,12.0,70.0,82.0,Software Engineer
Female,21,9.0,91.0,93.0,91.0,90.0,0.0,0.0,Exploring cloud and DevOps.,Advanced,10.0,40.0,AWS,Excellent,22.0,85.0,93.0,Software Engineer
Male,19,7.5,80.0,83.0,75.0,78.0,2.0,1.0,Learning backend development.,Intermediate,4.0,15.0,Node,Average,11.0,60.0,75.0,Software Engineer
Female,22,6.8,72.0,75.0,68.0,72.0,3.0,2.0,Finding it hard to manage time.,Beginner,1.0,4.0,,Poor,6.0,40.0,65.0,Software Engineer
Male,20,8.7,87.0,90.0,87.0,92.0,0.0,0.0,Interested in game development.,Advanced,7.0,30.0,Unity,Good,18.0,78.0,88.0,Software Engineer
Female,21,9.3,93.0,96.0,93.0,95.0,0.0,0.0,Specializing in AI and NLP.,Advanced,13.0,50.0,PyTorch,Excellent,28.0,90.0,96.0,Software Engineer
Male,19,7.0,76.0,79.0,69.0,73.0,2.0,1.0,Focusing on front-end skills.,Beginner,3.0,9.0,,Average,9.0,50.0,68.0,Web Developer
Female,22,5.8,68.0,70.0,58.0,62.0,5.0,3.0,Needs help with core concepts.,Beginner,0.0,1.0,,Poor,2.0,30.0,50.0,Software Engineer
Male,20,8.4,84.0,87.0,84.0,88.0,1.0,0.0,Participating in hackathons.,Intermediate,6.0,22.0,Django,Good,13.0,72.0,84.0,Software Engineer
Female,21,9.1,90.0,94.0,91.0,93.0,0.0,0.0,Passionate about cloud infrastructure.,Advanced,11.0,42.0,AWS,Excellent,24.0,86.0,94.0,Software Engineer
Male,20,7.6,81.0,84.0,76.0,80.0,1.0,1.0,Learning full-stack development.,Intermediate,5.0,17.0,React,Average,10.0,62.0,76.0,Software Engineer
Female,22,6.3,73.0,76.0,63.0,68.0,4.0,2.0,Wants to improve coding skills.,Beginner,2.0,6.0,,Poor,4.0,38.0,58.0,Software Engineer
Male,21,8.0,83.0,86.0,80.0,83.0,1.0,0.0,Enjoying competitive programming.,Intermediate,4.0,13.0,,Good,14.0,68.0,80.0,Software Engineer
Female,20,9.7,96.0,98.0,97.0,96.0,0.0,0.0,Excited about AI ethics.,Advanced,18.0,58.0,TensorFlow,Excellent,35.0,98.0,98.0,Software Engineer
Male,19,5.5,65.0,68.0,55.0,60.0,5.0,3.0,Not interested in coding.,Beginner,0.0,0.0,,Poor,2.0,25.0,52.0,Software Engineer
Female,23,8.2,86.0,89.0,82.0,85.0,0.0,0.0,Loves testing and QA.,Intermediate,7.0,27.0,Selenium,Good,16.0,74.0,83.0,Software Engineer
Male,22,7.9,81.0,85.0,79.0,82.0,1.0,0.0,Exploring AR/VR technologies.,Intermediate,3.0,11.0,Unity,Average,13.0,66.0,79.0,Software Engineer
Male,20,8.5,88.0,92.0,75.0,80.0,0.0,0.0,Interested in Competitive Programming,Intermediate,5.0,20.0,,Good,15.0,78.0,85.0,Software Engineer
Female,19,9.2,95.0,96.0,88.0,92.0,0.0,0.0,Focused on Full Stack Development,Advanced,12.0,45.0,React,Excellent,30.0,92.0,98.0,Software Engineer
Male,21,6.8,75.0,78.0,60.0,65.0,2.0,1.0,Struggling with Algorithms,Beginner,2.0,5.0,,Average,8.0,55.0,70.0,Web Developer
Female,20,7.5,82.0,85.0,70.0,72.0,1.0,0.0,Interested in Data Science,Intermediate,4.0,12.0,,Good,12.0,68.0,80.0,Software Engineer
Male,22,8.0,85.0,88.0,78.0,82.0,0.0,0.0,Exploring Machine Learning,Intermediate,8.0,30.0,Node,Good,20.0,80.0,90.0,Software Engineer
Female,21,9.5,96.0,97.0,92.0,95.0,0.0,0.0,Passionate about AI,Advanced,15.0,50.0,React,Excellent,35.0,95.0,99.0,Software Engineer
Male,19,6.2,70.0,72.0,55.0,60.0,3.0,2.0,Needs Improvement in Coding,Beginner,1.0,3.0,,Poor,5.0,48.0,65.0,Software Engineer
Female,20,8.8,90.0,93.0,85.0,88.0,0.0,0.0,Excels in Web Development,Advanced,10.0,40.0,Angular,Excellent,25.0,88.0,95.0,Software Engineer
Male,22,7.0,78.0,80.0,65.0,70.0,2.0,1.0,Working on Problem Solving,Intermediate,3.0,8.0,,Average,10.0,60.0,75.0,Software Engineer
Female,19,9.0,92.0,94.0,89.0,93.0,0.0,0.0,Interested in Cloud Computing,Advanced,13.0,48.0,Django,Excellent,32.0,90.0,97.0,Software Engineer
Male,20,6.5,72.0,75.0,58.0,62.0,3.0,1.0,Focus on Core Concepts,Beginner,2.0,4.0,,Average,7.0,52.0,68.0,Software Engineer
Female,21,8.2,86.0,89.0,80.0,84.0,0.0,0.0,Exploring Mobile Development,Intermediate,7.0,25.0,React,Good,18.0,82.0,88.0,Software Engineer
Male,22,7.8,80.0,83.0,72.0,76.0,1.0,0.0,Interested in Cybersecurity,Intermediate,6.0,15.0,,Good,14.0,75.0,82.0,Software Engineer
Female,20,9.3,94.0,95.0,91.0,94.0,0.0,0.0,Passionate about Data Analysis,Advanced,14.0,47.0,Node,Excellent,33.0,93.0,98.0,Software Engineer
Male,19,5.8,68.0,70.0,50.0,55.0,4.0,2.0,Needs to Focus on Basics,Beginner,0.0,1.0,,Poor,4.0,45.0,60.0,Software Engineer
Female,21,8.6,89.0,91.0,83.0,86.0,0.0,0.0,Excels in System Design,Advanced,9.0,35.0,Angular,Excellent,22.0,85.0,93.0,Software Engineer
Male,22,7.3,76.0,79.0,68.0,73.0,1.0,0.0,Working on Web Projects,Intermediate,5.0,10.0,,Average,11.0,65.0,78.0,Software Engineer
Female,20,9.1,93.0,95.0,90.0,93.0,0.0,0.0,Interested in Distributed Systems,Advanced,11.0,43.0,Django,Excellent,31.0,91.0,96.0,Software Engineer
Male,19,6.0,69.0,71.0,52.0,57.0,4.0,3.0,Lacking in Coding Skills,Beginner,1.0,2.0,,Poor,6.0,47.0,63.0,Software Engineer
Female,21,8.4,87.0,90.0,81.0,85.0,0.0,0.0,Exploring Cloud Technologies,Intermediate,8.0,28.0,React,Good,19.0,83.0,89.0,Software Engineer
Male,22,7.6,79.0,82.0,71.0,75.0,1.0,0.0,Interested in Database Management,Intermediate,4.0,13.0,,Good,13.0,72.0,81.0,Software Engineer
Female,20,9.4,95.0,96.0,93.0,96.0,0.0,0.0,Passionate about Machine Learning,Advanced,16.0,52.0,Node,Excellent,36.0,94.0,99.0,Software Engineer
Male,19,5.5,65.0,68.0,45.0,50.0,5.0,3.0,Needs to Improve Fundamentals,Beginner,0.0,0.0,,Poor,3.0,42.0,55.0,Software Engineer
Female,21,8.9,91.0,93.0,86.0,89.0,0.0,0.0,Excels in Software Engineering,Advanced,10.0,38.0,Angular,Excellent,23.0,87.0,94.0,Software Engineer
Male,22,7.1,74.0,77.0,66.0,71.0,2.0,1.0,Working on Personal Projects,Intermediate,3.0,9.0,,Average,9.0,62.0,77.0,Software Engineer
